id,time,Simulation_reset
2821.0,33.0
2841.0,39.0
2841.0,51.0
2821.0,64.0
2841.0,65.0
2881.0,67.0
2861.0,72.0
2841.0,76.0
2881.0,78.0
2861.0,84.0
2821.0,85.0
2841.0,92.0
2881.0,104.0
2841.0,107.0
2821.0,119.0
2861.0,121.0
2881.0,121.0
2841.0,124.0
2881.0,133.0
2841.0,138.0
2821.0,143.0
2881.0,146.0
2861.0,151.0
2841.0,155.0
2841.0,167.0
2861.0,181.0
2821.0,182.0
2881.0,184.0
2841.0,187.0
2881.0,195.0
2861.0,196.0
2861.0,208.0
2881.0,208.0
2861.0,220.0
2881.0,224.0
2841.0,226.0
2821.0,236.0
2841.0,238.0
2861.0,242.0
2881.0,242.0
2841.0,252.0
2821.0,260.0
2881.0,260.0
2366.0,271.0
2384.0,276.0
2388.0,276.0
2396.0,276.0
2408.0,276.0
2420.0,276.0
2428.0,276.0
2440.0,276.0
2376.0,277.0
2444.0,278.0
2448.0,279.0
2369.0,276.0
2393.0,276.0
2397.0,276.0
2409.0,276.0
2433.0,276.0
2445.0,276.0
2413.0,277.0
2441.0,279.0
2370.0,276.0
2414.0,276.0
2418.0,276.0
2422.0,276.0
2430.0,276.0
2442.0,276.0
2386.0,277.0
2410.0,277.0
2438.0,278.0
2402.0,279.0
2379.0,276.0
2387.0,276.0
2399.0,276.0
2403.0,276.0
2407.0,276.0
2411.0,276.0
2419.0,276.0
2439.0,276.0
2447.0,277.0
2841.0,267.0
2861.0,270.0
2881.0,271.0
2841.0,279.0
2366.0,282.0
2400.0,285.0
2392.0,286.0
2436.0,286.0
2372.0,288.0
2396.0,289.0
2384.0,290.0
2420.0,290.0
2428.0,290.0
2440.0,290.0
2388.0,291.0
2408.0,291.0
2385.0,286.0
2405.0,286.0
2421.0,287.0
2409.0,290.0
2445.0,290.0
2369.0,291.0
2397.0,291.0
2433.0,292.0
2398.0,286.0
2434.0,286.0
2418.0,290.0
2430.0,290.0
2442.0,290.0
2414.0,291.0
2422.0,291.0
2370.0,292.0
2375.0,285.0
2415.0,286.0
2395.0,287.0
2391.0,289.0
2379.0,290.0
2387.0,290.0
2403.0,290.0
2411.0,290.0
2419.0,290.0
2439.0,290.0
2399.0,291.0
2407.0,291.0
2861.0,283.0
2821.0,285.0
2841.0,293.0
2861.0,299.0
