event,time,Simulation_reset
NOGO,0.02
GO,2.0200000000000014
NOGO,4.020000000000002
GO,6.01999999999996
NOGO,8.019999999999918
GO,12.019999999999833
NOGO,16.019999999999747
GO,18.019999999999705
NOGO,22.01999999999962
GO,26.019999999999534
NOGO,32.019999999999406
GO,36.02000000000003
NOGO,38.020000000000344
GO,40.02000000000066
NOGO,46.020000000001595
GO,50.02000000000222
NOGO,52.02000000000253
GO,54.020000000002845
NOGO,56.02000000000316
GO,62.020000000004096
NOGO,64.0200000000044
GO,68.0200000000036
NOGO,74.02000000000241
GO,76.02000000000201
NOGO,78.02000000000162
GO,80.02000000000122
NOGO,82.02000000000082
GO,86.02000000000002
NOGO,90.01999999999923
GO,96.01999999999803
NOGO,102.01999999999684
GO,108.01999999999565
NOGO,112.01999999999485
GO,116.01999999999406
NOGO,124.01999999999246
GO,126.01999999999207
NOGO,128.01999999999168
GO,134.01999999999475
NOGO,136.01999999999578
GO,138.0199999999968
NOGO,140.01999999999782
GO,142.01999999999884
NOGO,144.01999999999987
GO,146.0200000000009
NOGO,154.02000000000498
GO,164.0200000000101
NOGO,170.02000000001317
GO,176.02000000001624
NOGO,180.02000000001829
GO,182.0200000000193
NOGO,186.02000000002135
GO,192.02000000002442
NOGO,194.02000000002545
GO,196.02000000002647
NOGO,202.02000000002954
GO,206.0200000000316
NOGO,212.02000000003466
GO,218.02000000003773
NOGO,222.02000000003977
GO,228.02000000004284
NOGO,232.0200000000449
GO,234.0200000000459
NOGO,238.02000000004796
GO,242.02000000005
NOGO,244.02000000005103
GO,246.02000000005205
NOGO,248.02000000005307
GO,250.0200000000541
NOGO,252.02000000005512
GO,254.02000000005614
NOGO,258.0200000000553
GO,262.02000000005165
NOGO,264.02000000004983
GO,270.0200000000444
NOGO,274.02000000004074
GO,276.0200000000389
NOGO,282.02000000003346
GO,286.0200000000298
NOGO,288.020000000028
GO,292.02000000002437
NOGO,298.0200000000189
GO,300.0200000000171
NOGO,304.02000000001345
GO,308.0200000000098
NOGO,310.020000000008
GO,314.02000000000436
NOGO,318.0200000000007
GO,320.0199999999989
NOGO,328.0199999999916
GO,332.019999999988
NOGO,334.01999999998617
GO,342.0199999999789
NOGO,346.01999999997525
GO,352.0199999999698
NOGO,354.019999999968
GO,356.01999999996616
NOGO,360.0199999999625
GO,364.0199999999589
NOGO,370.0199999999534
GO,376.01999999994797
NOGO,380.01999999994433
GO,384.0199999999407
NOGO,386.0199999999389
GO,388.01999999993706
NOGO,390.01999999993524
GO,392.0199999999334
NOGO,398.01999999992796
GO,404.0199999999225
NOGO,406.0199999999207
GO,408.01999999991887
NOGO,410.01999999991705
GO,412.0199999999152
NOGO,414.0199999999134
GO,416.0199999999116
NOGO,422.01999999990613
GO,426.0199999999025
NOGO,430.01999999989886
GO,432.01999999989704
NOGO,434.0199999998952
GO,438.0199999998916
NOGO,440.01999999988976
GO,442.01999999988794
NOGO,446.0199999998843
GO,450.01999999988067
NOGO,454.01999999987703
GO,458.0199999998734
NOGO,460.0199999998716
GO,470.0199999998625
NOGO,482.01999999985156
GO,490.0199999998443
NOGO,496.01999999983883
GO,498.019999999837
NOGO,502.0199999998334
GO,506.01999999982974
NOGO,508.0199999998279
GO,510.0199999998261
NOGO,512.0199999998243
GO,514.0199999998225
NOGO,516.0199999998207
GO,518.0199999998189
NOGO,522.0199999998152
GO,524.0199999998134
NOGO,528.0199999998098
GO,534.0199999998043
NOGO,536.0199999998025
GO,538.0199999998007
NOGO,540.0199999997989
GO,544.0199999997952
NOGO,550.0199999997898
