event,time,Simulation_reset
GO,0.02
NOGO,2.0200000000000014
GO,4.020000000000002
NOGO,8.019999999999918
GO,12.019999999999833
NOGO,16.019999999999747
GO,20.019999999999662
NOGO,24.019999999999577
GO,26.019999999999534
NOGO,28.01999999999949
GO,34.01999999999972
NOGO,36.02000000000003
GO,38.020000000000344
NOGO,40.02000000000066
GO,46.020000000001595
NOGO,54.020000000002845
GO,56.02000000000316
NOGO,58.02000000000347
GO,60.02000000000378
NOGO,66.020000000004
GO,68.0200000000036
NOGO,70.02000000000321
GO,72.02000000000281
NOGO,74.02000000000241
GO,80.02000000000122
NOGO,84.02000000000042
GO,88.01999999999963
NOGO,90.01999999999923
GO,94.01999999999843
NOGO,98.01999999999764
GO,100.01999999999724
NOGO,102.01999999999684
GO,110.01999999999525
NOGO,112.01999999999485
GO,114.01999999999445
NOGO,120.01999999999326
GO,124.01999999999246
NOGO,130.0199999999927
GO,132.01999999999373
NOGO,134.01999999999475
GO,138.0199999999968
NOGO,144.01999999999987
GO,148.02000000000191
NOGO,152.02000000000396
GO,158.02000000000703
NOGO,162.02000000000908
GO,166.02000000001112
NOGO,172.0200000000142
GO,178.02000000001726
NOGO,180.02000000001829
GO,184.02000000002033
NOGO,186.02000000002135
GO,188.02000000002238
NOGO,190.0200000000234
GO,192.02000000002442
NOGO,196.02000000002647
GO,198.0200000000275
NOGO,206.0200000000316
GO,212.02000000003466
NOGO,214.02000000003568
GO,218.02000000003773
NOGO,224.0200000000408
GO,232.0200000000449
NOGO,234.0200000000459
GO,236.02000000004693
NOGO,244.02000000005103
GO,248.02000000005307
NOGO,254.02000000005614
GO,260.02000000005347
NOGO,262.02000000005165
GO,268.0200000000462
NOGO,270.0200000000444
GO,272.02000000004256
NOGO,276.0200000000389
GO,278.0200000000371
NOGO,282.02000000003346
GO,286.0200000000298
NOGO,288.020000000028
GO,290.0200000000262
NOGO,292.02000000002437
GO,294.02000000002255
NOGO,296.02000000002073
GO,298.0200000000189
NOGO,302.0200000000153
GO,306.02000000001163
NOGO,310.020000000008
GO,312.0200000000062
NOGO,314.02000000000436
GO,318.0200000000007
NOGO,322.0199999999971
GO,326.01999999999344
NOGO,328.0199999999916
GO,332.019999999988
NOGO,336.01999999998435
GO,338.01999999998253
NOGO,340.0199999999807
GO,342.0199999999789
NOGO,344.0199999999771
GO,348.01999999997344
NOGO,356.01999999996616
GO,364.0199999999589
NOGO,366.01999999995707
GO,370.0199999999534
NOGO,374.0199999999498
GO,376.01999999994797
NOGO,382.0199999999425
GO,384.0199999999407
NOGO,390.01999999993524
GO,392.0199999999334
NOGO,394.0199999999316
GO,402.0199999999243
NOGO,410.01999999991705
GO,418.01999999990977
NOGO,424.0199999999043
GO,428.0199999999007
NOGO,430.01999999989886
GO,434.0199999998952
NOGO,438.0199999998916
GO,442.01999999988794
NOGO,444.0199999998861
GO,446.0199999998843
NOGO,454.01999999987703
GO,460.0199999998716
NOGO,464.01999999986793
GO,470.0199999998625
NOGO,472.01999999986066
GO,474.01999999985884
NOGO,476.019999999857
GO,478.0199999998552
NOGO,480.0199999998534
GO,482.01999999985156
NOGO,490.0199999998443
GO,492.01999999984247
NOGO,494.01999999984065
GO,500.0199999998352
NOGO,502.0199999998334
GO,506.01999999982974
NOGO,508.0199999998279
GO,510.0199999998261
NOGO,512.0199999998243
GO,516.0199999998207
NOGO,524.0199999998134
GO,530.019999999808
NOGO,534.0199999998043
GO,538.0199999998007
NOGO,542.019999999797
GO,548.0199999997916
NOGO,550.0199999997898
GO,552.019999999788
NOGO,558.0199999997825
GO,560.0199999997807
NOGO,562.0199999997789
GO,564.019999999777
NOGO,566.0199999997752
GO,570.0199999997716
NOGO,574.019999999768
GO,578.0199999997643
NOGO,580.0199999997625
GO,582.0199999997607
NOGO,586.019999999757
GO,588.0199999997552
NOGO,592.0199999997516
GO,596.0199999997479
NOGO,598.0199999997461
GO,600.0199999997443
NOGO,602.0199999997425
GO,606.0199999997388
NOGO,608.019999999737
GO,610.0199999997352
NOGO,614.0199999997316
GO,616.0199999997297
NOGO,618.0199999997279
GO,622.0199999997243
NOGO,624.0199999997225
GO,626.0199999997207
