type,time,event,Simulation_reset
head,0.4000000000000001,up
contact,0.4200000000000001,no_reward
head,0.6400000000000002,up
contact,0.6800000000000003,no_reward
head,0.8800000000000004,up
contact,0.9200000000000005,no_reward
head,2.3000000000000016,up
contact,2.4000000000000017,no_reward
head,2.560000000000002,up
contact,2.620000000000002,no_reward
head,3.0600000000000023,up
contact,3.1200000000000023,no_reward
head,4.659999999999989,up
contact,4.839999999999985,reward
head,6.179999999999956,up
contact,6.299999999999954,reward
head,6.579999999999948,up
contact,6.699999999999945,reward
head,6.779999999999943,up
contact,6.8199999999999426,reward
head,6.93999999999994,up
contact,7.039999999999938,reward
head,8.579999999999906,up
contact,8.779999999999902,no_reward
head,8.8399999999999,up
contact,8.8599999999999,no_reward
head,9.019999999999897,up
contact,9.139999999999894,no_reward
head,10.119999999999873,up
contact,10.319999999999869,reward
head,12.839999999999815,up
contact,13.09999999999981,no_reward
head,14.199999999999786,up
contact,14.439999999999781,reward
head,14.699999999999775,up
contact,14.839999999999772,reward
head,14.93999999999977,up
contact,15.119999999999767,reward
head,16.099999999999746,up
contact,16.41999999999974,reward
head,16.599999999999735,up
contact,16.75999999999973,reward
head,16.79999999999973,up
contact,16.81999999999973,reward
head,16.919999999999728,up
contact,16.999999999999726,reward
head,18.339999999999698,up
contact,18.619999999999692,no_reward
head,18.859999999999687,up
contact,19.039999999999683,no_reward
head,20.11999999999966,up
contact,20.379999999999654,no_reward
head,20.59999999999965,up
contact,20.779999999999646,no_reward
head,22.619999999999607,up
contact,22.8599999999996,no_reward
head,24.079999999999576,up
contact,24.35999999999957,reward
head,24.899999999999558,up
contact,25.19999999999955,reward
head,26.13999999999953,up
contact,26.459999999999525,reward
head,26.519999999999524,up
contact,26.579999999999522,reward
head,26.839999999999517,up
contact,27.09999999999951,reward
head,28.11999999999949,up
contact,28.379999999999484,no_reward
head,28.419999999999483,up
contact,28.53999999999948,no_reward
head,28.659999999999478,up
contact,28.779999999999475,no_reward
head,30.259999999999444,up
contact,30.49999999999944,reward
head,30.799999999999432,up
contact,30.97999999999943,reward
head,31.019999999999428,up
contact,31.119999999999425,reward
head,32.399999999999466,up
contact,32.67999999999951,reward
head,32.719999999999516,up
contact,32.79999999999953,reward
head,32.899999999999544,up
contact,32.99999999999956,reward
head,34.47999999999979,up
contact,34.73999999999983,no_reward
head,34.79999999999984,up
contact,34.89999999999986,no_reward
head,34.93999999999986,up
contact,35.019999999999875,no_reward
head,36.16000000000005,up
contact,36.420000000000094,no_reward
head,37.000000000000185,up
contact,37.260000000000225,no_reward
head,38.080000000000354,up
contact,38.3800000000004,reward
head,38.50000000000042,up
contact,38.660000000000444,reward
head,38.76000000000046,up
contact,38.860000000000475,reward
head,40.080000000000666,up
contact,40.36000000000071,reward
head,40.82000000000078,up
contact,41.08000000000082,reward
head,41.12000000000083,up
contact,41.220000000000844,reward
head,42.08000000000098,up
contact,42.34000000000102,reward
head,42.380000000001026,up
contact,42.46000000000104,reward
head,42.58000000000106,up
contact,42.74000000000108,reward
head,42.98000000000112,up
contact,43.26000000000116,reward
head,43.88000000000126,up
contact,44.18000000000131,reward
head,44.22000000000131,up
contact,44.300000000001326,reward
head,44.58000000000137,up
contact,44.72000000000139,reward
head,44.98000000000143,up
contact,45.22000000000147,reward
head,46.080000000001604,up
contact,46.32000000000164,no_reward
head,46.74000000000171,up
contact,47.02000000000175,no_reward
head,48.380000000001964,up
contact,48.68000000000201,no_reward
head,48.840000000002036,up
contact,48.98000000000206,no_reward
head,50.240000000002254,up
contact,50.5200000000023,no_reward
head,51.00000000000237,up
contact,51.28000000000242,no_reward
head,52.14000000000255,up
contact,52.420000000002595,reward
head,52.60000000000262,up
contact,52.800000000002655,reward
head,52.84000000000266,up
contact,52.860000000002664,reward
head,52.92000000000267,up
contact,53.04000000000269,reward
head,54.400000000002905,up
contact,54.70000000000295,no_reward
head,55.6600000000031,up
contact,55.96000000000315,no_reward
head,56.380000000003214,up
contact,56.66000000000326,reward
head,56.700000000003264,up
contact,56.86000000000329,reward
head,56.98000000000331,up
contact,57.04000000000332,reward
head,58.500000000003546,up
contact,58.820000000003596,no_reward
head,60.26000000000382,up
contact,60.52000000000386,no_reward
head,60.7800000000039,up
contact,60.98000000000393,no_reward
head,61.66000000000404,up
contact,61.94000000000408,no_reward
head,62.18000000000412,up
contact,62.38000000000415,no_reward
head,62.64000000000419,up
contact,62.840000000004224,no_reward
head,62.90000000000423,up
contact,63.00000000000425,no_reward
head,63.90000000000439,up
contact,64.16000000000437,no_reward
head,64.26000000000435,up
contact,64.42000000000432,no_reward
head,64.66000000000427,up
contact,64.84000000000424,no_reward
head,64.90000000000423,up
contact,64.94000000000422,no_reward
head,66.14000000000398,up
contact,66.42000000000392,reward
head,66.50000000000391,up
contact,66.60000000000389,reward
head,66.68000000000387,up
contact,66.76000000000386,reward
